product_category_name,customer_state,total_orders,avg_cost_to_serve,avg_cost_pct,problem_rate
brinquedos,AM,7,27.240000000000002,0.4922241102180986,0.0
livros_interesse_geral,PE,8,28.6625,0.49122857234276074,0.125
esporte_lazer,MA,66,38.7855303030303,0.4909898156547166,0.21212121212121213
construcao_ferramentas_jardim,SP,99,18.070555555555554,0.49096878240301184,0.06060606060606061
ferramentas_jardim,AM,5,57.384,0.4908332939256475,0.0
brinquedos,PE,64,32.19328125,0.49066759172979446,0.078125
papelaria,RO,8,32.963750000000005,0.4903606196186553,0.0
utilidades_domesticas,RS,434,22.748410138248847,0.4890952811716091,0.055299539170506916
consoles_games,BA,36,20.669444444444444,0.4882478687978945,0.16666666666666666
papelaria,PA,22,29.79090909090909,0.48802607028058803,0.22727272727272727
alimentos,DF,8,18.9625,0.4863136180863566,0.125
telefonia,RJ,438,16.453675799086756,0.4856171687368809,0.1050228310502283
utilidades_domesticas,SC,263,23.66764258555133,0.4855664206684519,0.09505703422053231
utilidades_domesticas,MT,52,25.853653846153847,0.48530414772899505,0.038461538461538464
